Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
406,Immanuel Quickley,SG,24,NYK,30,720,17,0.598,0.484,0.281,0.8,11.2,6,15.9,1.1,0.4,7.6,24.2,,1.6,0.6,2.2,0.145,,2.6,-0.3,2.3,0.8,quickim01
406,Immanuel Quickley,PG,24,TOR,26,855,15.2,0.555,0.491,0.214,1,14,7.4,25.9,1.2,0.5,8.7,22.3,,1.1,0.5,1.6,0.091,,1,-1.3,-0.3,0.4,quickim01
407,Lester Quinones,SG,23,GSW,26,341,9.5,0.532,0.602,0.221,6.3,13.2,9.8,11.1,0.7,0.5,11.4,17.2,,0.2,0.2,0.4,0.056,,-2.4,-1.1,-3.6,-0.1,quinole01
408,Julius Randle,PF,29,NYK,46,1630,18.7,0.569,0.292,0.361,6.7,22.2,14.4,22.8,0.8,0.7,14.1,29.6,,1.9,1.8,3.7,0.11,,2.1,-0.4,1.7,1.5,randlju01
409,Duop Reath,C,27,POR,45,782,15.9,0.579,0.513,0.194,9.1,16.4,12.5,9.9,1.4,3.1,9.2,20.8,,1,0.8,1.8,0.108,,0.1,-0.4,-0.3,0.3,reathdu01
410,Austin Reaves,SG,25,LAL,62,1950,15.7,0.617,0.425,0.301,2.4,11.3,7.1,24.3,1.3,0.6,14.2,20.3,,3,1.4,4.4,0.108,,0.8,-0.6,0.2,1.1,reaveau01
411,Cam Reddish,SF,24,LAL,38,858,8.4,0.521,0.467,0.217,3,8.3,5.8,6.8,2.5,1.1,11.8,13.3,,-0.2,0.8,0.6,0.033,,-3.9,1,-3,-0.2,reddica01
412,Paul Reed,C,24,PHI,60,1100,16.6,0.587,0.112,0.149,13.1,20.7,16.8,9.4,1.8,4.2,11.1,15,,1.8,1.6,3.4,0.147,,-0.8,0.4,-0.4,0.4,reedpa01
413,Naz Reid,C,24,MIN,61,1403,15.3,0.595,0.476,0.167,5.2,17.9,11.9,7.3,1.5,3,10.7,22.1,,0.8,2.8,3.6,0.123,,0.1,1,1.1,1.1,reidna01
414,Jared Rhoden,SG,24,DET,6,42,10.1,0.631,0.364,0.182,2.6,10.9,6.7,13.1,0,4,20.2,15,,0,0,0,0.031,,-2.2,0.1,-2.1,0,rhodeja01
415,Nick Richards,C,26,CHO,51,1331,17.3,0.718,0.003,0.526,10.9,23.8,17.1,4.7,0.7,4.5,13.4,13.5,,3,1.1,4.1,0.147,,-1.4,-0.5,-1.9,0,richani01
416,Josh Richardson,SG,30,MIA,43,1103,11.3,0.573,0.548,0.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.3,,0.9,1.1,2,0.088,,-1.3,-0.1,-1.4,0.2,richajo01
417,Duncan Robinson,SF,29,MIA,55,1545,12.6,0.615,0.677,0.142,0.9,9.1,4.9,16.2,1.2,0.8,11.4,19.2,,1.5,1.5,3,0.093,,-0.1,-0.5,-0.7,0.5,robindu01
418,Jerome Robinson,SG,26,GSW,14,56,4.4,0.379,0.591,0.455,1.9,3.8,2.9,6.8,0,3.2,0,19.7,,-0.1,0,-0.1,-0.046,,-5.6,-3.1,-8.7,-0.1,robinje01
419,Mitchell Robinson,C,25,NYK,21,613,16.1,0.567,0,0.388,20.2,19,19.6,3.2,2.6,4.1,15.5,9.5,,0.9,1.1,2,0.153,,-0.3,0.9,0.6,0.4,robinmi01
420,Orlando Robinson,C,23,MIA,26,265,13.6,0.597,0.219,0.375,8.9,22.5,15.6,15,1.3,2.6,16.7,15,,0.3,0.4,0.7,0.129,,-2.4,0.9,-1.5,0,robinor01
421,Jeremiah Robinson-Earl,PF,23,NOP,26,254,13.3,0.63,0.426,0.221,7.5,17.3,12.4,5.7,1.7,1.5,13.9,14.7,,0.3,0.3,0.6,0.116,,-0.9,0.2,-0.7,0.1,robinje02
422,David Roddy,PF,22,TOT,53,1134,8.6,0.486,0.408,0.172,4.8,15.2,9.8,10.2,1.1,0.9,11.6,18.1,,-1,1.1,0.1,0.004,,-4,-1,-5.1,-0.9,roddyda01
422,David Roddy,PF,22,MEM,48,1114,8.7,0.485,0.404,0.174,4.9,15.3,9.9,10.4,1.1,0.9,11.5,18.2,,-1,1.1,0.1,0.004,,-4,-1,-5,-0.9,roddyda01
422,David Roddy,PF,22,PHO,5,20,3.6,0.625,0.75,0,0,10.7,5.6,0,0,0,20,10.8,,0,0,0,-0.016,,-4.9,-1.8,-6.7,0,roddyda01
423,Ryan Rollins,PG,21,WAS,10,66,22.5,0.631,0.12,0.68,3.1,15,8.9,23.6,5.6,3.7,17.7,25,,0.1,0.1,0.2,0.14,,0.4,4.4,4.9,0.1,rolliry01
424,Derrick Rose,PG,35,MEM,24,399,13,0.54,0.248,0.164,1.9,10.9,6.2,32.3,1,0.5,14.9,22.5,,0.1,0.3,0.4,0.045,,-1.4,-1.4,-2.8,-0.1,rosede01
425,Terry Rozier,SG-PG,29,TOT,43,1460,17.6,0.555,0.411,0.232,2.1,11.5,6.6,29.9,1.4,1,9.5,26.1,,1.7,0.8,2.6,0.085,,2.4,-1.1,1.4,1.2,roziete01
425,Terry Rozier,SG,29,CHO,30,1065,19.1,0.574,0.423,0.235,1.7,10.9,6.1,30.8,1.5,1,9.7,27.5,,1.6,0.4,2,0.091,,3.7,-1.5,2.2,1.1,roziete01
425,Terry Rozier,PG,29,MIA,13,395,13.5,0.488,0.373,0.223,3.1,13.1,8,27.4,1.4,1,9,22.5,,0.1,0.4,0.6,0.071,,-0.9,0,-0.9,0.1,roziete01
426,Rayan Rupert,SG,19,POR,18,133,8.9,0.466,0.413,0.217,7.2,13.6,10.2,14.2,1.1,0,12.2,18.4,,-0.1,0.1,0,0.007,,-3.2,-2.4,-5.5,-0.1,ruperra01
427,D'Angelo Russell,PG,27,LAL,57,1807,16.3,0.59,0.472,0.178,1.3,8.6,5.1,28.5,1.2,1.3,11.5,23.1,,2.4,1.2,3.6,0.096,,1.8,-1,0.7,1.3,russeda01
428,Matt Ryan,SF,26,NOP,18,342,9.9,0.664,0.81,0.14,2,9.9,6,5.8,0.9,0.3,14.5,15.6,,0.3,0.3,0.6,0.077,,-0.6,-1.1,-1.7,0,ryanma01
429,Domantas Sabonis,C,27,SAC,59,2111,23.5,0.653,0.085,0.37,10.3,32,20.9,34.6,1.1,1.4,17.4,22,,6.7,2.4,9.2,0.208,,4.4,2.2,6.6,4.6,sabondo01
430,Luka Šamanić,PF,24,UTA,29,166,8.4,0.502,0.403,0.328,5.3,25.5,15.5,3.3,0.3,1.6,13.5,22.2,,-0.2,0.1,-0.1,-0.023,,-5.2,-2.9,-8.1,-0.3,samanlu01
431,Jermaine Samuels,SF,25,HOU,11,53,15.2,0.758,0.182,0.182,4,18.1,11,5.4,0.9,1.7,0,9.5,,0.1,0.1,0.2,0.192,,-0.3,1.2,0.9,0,samueje01
432,Adama Sanogo,PF,21,CHI,3,11,32.6,0.926,0,1,19.7,41.7,30.4,0,0,0,18.8,21.2,,0.1,0,0.1,0.28,,9,1.7,10.7,0,sanogad01
433,Gui Santos,PF,21,GSW,15,138,16.4,0.661,0.447,0.395,11.8,21.7,16.7,9.6,1,1.3,13.6,15.6,,0.3,0.1,0.5,0.168,,0.5,-0.1,0.4,0.1,santogu01
434,Dario Šarić,C,29,GSW,58,1059,15.4,0.6,0.511,0.235,7.3,20.6,14,18,1.4,0.8,14.7,19.3,,1.6,1.1,2.7,0.123,,0.8,0.4,1.2,0.9,saricda01
435,Olivier Sarr,C,24,OKC,13,90,14.8,0.653,0.333,0.722,13,29.5,21.6,2.7,0,6.1,11.2,12.9,,0.2,0.2,0.3,0.186,,-2.7,-0.3,-3,0,sarrol01
436,Marcus Sasser,PG,23,DET,51,838,13.6,0.574,0.453,0.129,0.9,10,5.4,26.7,1.7,0.8,13.4,19.6,,0.8,0.3,1.1,0.065,,-0.3,-0.8,-1.1,0.2,sassema01
437,Admiral Schofield,PF,26,ORL,14,52,3,0.444,0.625,0.125,4.4,15.8,10.1,13.2,0,0,19.2,17.4,,-0.1,0,-0.1,-0.049,,-5.7,-1.6,-7.4,-0.1,schofad01
438,Dennis Schröder,PG,30,TOT,60,1800,13.3,0.553,0.393,0.242,1.4,8.9,5.1,27.1,1.3,0.5,12.3,19.8,,1.9,0.9,2.7,0.073,,-0.8,-1.2,-1.9,0,schrode01
438,Dennis Schröder,PG,30,TOR,51,1559,13.9,0.559,0.394,0.267,1.5,8.5,4.9,27.4,1.4,0.4,11.7,19.3,,2,0.7,2.8,0.085,,-0.6,-1.1,-1.8,0.1,schrode01
438,Dennis Schröder,PG,30,BRK,9,241,9.7,0.519,0.392,0.108,0.4,12.1,6.1,25.4,0.6,0.7,15.8,22.6,,-0.1,0.1,0,-0.005,,-1.8,-1.4,-3.2,-0.1,schrode01
439,Dereon Seabron,SG,23,NOP,6,55,9.1,0.448,0.154,0.462,2,12,7,11.1,1.8,1.8,0,12.2,,0,0.1,0.1,0.088,,-2.6,1.3,-1.3,0,seabrde01
440,Alperen Şengün,C,21,HOU,59,1905,21.5,0.588,0.12,0.363,9.2,20.9,15,25.3,1.7,2.1,13,26.8,,3.3,3,6.3,0.159,,2.7,1.7,4.4,3.1,sengual01
441,Brice Sensabaugh,SF,20,UTA,11,88,3.2,0.543,0.567,0.1,1.3,9.9,5.6,6.1,0.5,0,22.3,19,,-0.2,0,-0.1,-0.082,,-6.5,-3.4,-9.8,-0.2,sensabr01
442,Collin Sexton,SG,25,UTA,61,1521,20.2,0.613,0.321,0.398,3.6,7.4,5.5,29.2,1.5,0.8,11.9,27.6,,4.1,0.5,4.6,0.144,,3.8,-1.6,2.2,1.6,sextoco01
443,Landry Shamet,SG,26,WAS,43,686,11,0.556,0.574,0.17,2.4,7.1,4.7,10.3,1.7,1.1,8.8,19.4,,0.1,0.2,0.3,0.021,,-2.4,-1.3,-3.7,-0.3,shamela01
444,Day'Ron Sharpe,C,22,BRK,45,704,21.3,0.612,0.048,0.449,18,29.2,23.4,13.8,1.4,4.5,15,19.5,,1.5,1.1,2.6,0.175,,0.4,0.7,1.1,0.5,sharpda01
445,Shaedon Sharpe,SG,20,POR,32,1059,11.3,0.524,0.415,0.274,4.2,13.5,8.5,13.8,1.3,1,12.9,22.4,,-0.2,0.7,0.5,0.023,,-2.1,-0.9,-3,-0.3,sharpsh01
446,Ben Sheppard,SG,22,IND,37,428,9.2,0.548,0.68,0.139,1.9,10.8,6.3,7.9,2.2,0.4,5.1,13.3,,0.3,0.2,0.5,0.061,,-3.2,0.1,-3.1,-0.1,sheppbe01
447,Pascal Siakam,PF,29,TOT,60,2041,19.1,0.604,0.224,0.31,5,16.5,10.6,20.6,1.1,0.7,9.6,24.7,,4,1.2,5.2,0.121,,2.4,-0.6,1.8,2,siakapa01
447,Pascal Siakam,PF,29,TOR,39,1354,18.7,0.6,0.233,0.358,4.3,15.8,10,21.6,1.1,0.6,10.3,25.3,,2.4,0.9,3.2,0.115,,2,-0.7,1.3,1.2,siakapa01
447,Pascal Siakam,PF,29,IND,21,687,19.7,0.613,0.206,0.218,6.3,17.8,12,18.7,1.2,0.8,8,23.5,,1.6,0.3,1.9,0.133,,3,-0.4,2.6,0.8,siakapa01
448,Ben Simmons,PG,27,BRK,15,359,16.2,0.571,0,0.203,9.1,27.5,18,32.4,1.6,2.3,25.1,12.9,,0.5,0.5,1,0.13,,-0.4,3,2.6,0.4,simmobe01
449,Anfernee Simons,SG,24,POR,36,1222,15.4,0.558,0.471,0.211,1.6,11.1,6,26.9,0.6,0.3,11.7,28.4,,1,0.5,1.5,0.058,,2.3,-2.6,-0.3,0.5,simonan01
450,Jericho Sims,C,25,NYK,34,435,11.7,0.734,0,0.444,10.4,17,13.7,5.9,0.5,3.2,17,6.4,,0.8,0.5,1.2,0.135,,-1.8,0.3,-1.5,0.1,simsje01
451,Dmytro Skapintsev,C,25,NYK,2,2,-19.1,0,0,0,0,0,0,0,0,0,0,21.4,,0,0,0,-0.479,,-16.2,-9.9,-26.1,0,skapidm01
452,Jalen Slawson,SF,24,SAC,5,19,5.5,0.667,0.333,0,0,24.4,11.9,13.1,0,4.7,40,11.2,,0,0,0,-0.012,,-7.1,1.2,-5.9,0,slawsja01
453,Javonte Smart,PG,24,PHI,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,,-6.1,-2.3,-8.3,0,smartja01
454,Marcus Smart,PG,29,MEM,20,605,11.7,0.552,0.565,0.236,1.1,8.9,4.8,22.7,3.3,0.8,19.2,23.1,,-0.6,0.8,0.2,0.018,,-3.4,1,-2.4,-0.1,smartma01
455,Dennis Smith Jr.,PG,26,BRK,44,867,13.2,0.494,0.293,0.166,5.3,13.1,9.1,27.9,2.8,1.1,15.1,17.7,,0.3,1,1.3,0.074,,-2.4,1.6,-0.8,0.3,smithde03
456,Dru Smith,SG,26,MIA,9,131,12.7,0.576,0.515,0.061,5.1,7,6.1,15,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,0.119,,-1.9,3.1,1.3,0.1,smithdr01
457,Ish Smith,PG,35,CHO,43,741,6.7,0.435,0.051,0.025,1.6,10.2,5.7,26.1,1.1,0.5,22.7,12.2,,-0.5,0.2,-0.4,-0.024,,-5.7,-1.2,-6.9,-0.9,smithis01
458,Jabari Smith Jr.,PF,20,HOU,55,1768,13.4,0.563,0.439,0.219,6.7,22.3,14.5,6.6,1.1,2.1,9.3,17.4,,1.4,2.6,3.9,0.107,,-1,0.4,-0.6,0.6,smithja05
459,Jalen Smith,C,23,IND,43,760,20.4,0.705,0.366,0.236,10.6,25.7,18,7.8,0.7,2.8,10.3,19.2,,2.1,0.6,2.7,0.169,,2.9,-0.9,2.1,0.8,smithja04
460,Nick Smith Jr.,SG,19,CHO,37,573,8.5,0.534,0.521,0.06,3,7.7,5.3,11.4,0.6,1.1,12.6,19.4,,-0.3,0,-0.2,-0.02,,-2.5,-2.6,-5.2,-0.5,smithni01
461,Terquavion Smith,PG,21,PHI,12,69,18.1,0.557,0.775,0.075,0,3.2,1.6,22.5,4.9,0,8.8,28,,0,0.1,0.1,0.099,,3.4,0.8,4.2,0.1,smithte01
462,Jeremy Sochan,PF,20,SAS,61,1798,11.1,0.519,0.276,0.182,6.6,16.2,11.3,16.2,1.2,1.3,14.5,18.2,,-0.3,1.2,0.9,0.023,,-2.8,-1,-3.9,-0.9,sochaje01
463,Pat Spencer,PG,27,GSW,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,,-7,-1.5,-8.5,0,spencpa01
464,Jaden Springer,SG-PG,21,TOT,37,396,10,0.468,0.31,0.27,7.7,9.6,8.6,12,3.1,2.5,16.1,18.1,,-0.3,0.5,0.2,0.025,,-4.8,0.6,-4.1,-0.2,sprinja01
464,Jaden Springer,SG,21,PHI,32,377,10.5,0.481,0.314,0.288,7.2,9.8,8.5,12.3,3.2,2.6,16.4,18,,-0.2,0.5,0.3,0.033,,-4.4,0.9,-3.5,-0.1,sprinja01
464,Jaden Springer,PG,21,BOS,5,19,-0.3,0.25,0.25,0,17.9,5.3,11.2,6.6,0,0,11.1,20.5,,-0.1,0,-0.1,-0.142,,-11.6,-5.2,-16.8,-0.1,sprinja01
465,Lamar Stevens,PF,26,TOT,27,284,15.6,0.555,0.133,0.2,8.1,18.8,13.4,8.3,1.9,4.2,12.1,22.6,,0,0.5,0.5,0.08,,-1.8,0.7,-1.1,0.1,stevela01
465,Lamar Stevens,PF,26,BOS,19,122,14.4,0.532,0.178,0.244,11.1,15.7,13.6,9,2.4,3.6,15.3,20.9,,0,0.2,0.2,0.095,,-2.9,0.9,-2,0,stevela01
465,Lamar Stevens,PF,26,MEM,8,162,16.5,0.57,0.107,0.173,5.9,21.1,13.3,7.8,1.5,4.6,10,23.9,,0,0.2,0.2,0.069,,-1,0.5,-0.5,0.1,stevela01
466,Isaiah Stewart,PF,22,DET,38,1164,11.2,0.583,0.445,0.227,6.2,19.1,12.5,7.7,0.5,2.3,13.8,15.3,,0.5,0.6,1.1,0.045,,-1.7,-0.9,-2.5,-0.2,stewais01
467,Julian Strawther,SF,21,DEN,39,495,8.9,0.488,0.625,0.125,0.9,10.5,5.8,10.9,1.7,1.2,7.5,20,,-0.2,0.5,0.3,0.028,,-4.2,-1.1,-5.3,-0.4,strawju01
468,Max Strus,SF,27,CLE,60,1932,11.1,0.544,0.663,0.124,3.1,13,8.1,16.1,1.3,1.3,11.9,17.2,,0.9,2.6,3.5,0.087,,-1.4,0.7,-0.7,0.6,strusma01
469,Jalen Suggs,SG,22,ORL,56,1491,13,0.588,0.541,0.193,2.9,11.1,7,14.1,2.6,2.1,15.6,20.1,,0.4,2.3,2.7,0.088,,-1.3,1.4,0.2,0.8,suggsja01
470,Cole Swider,SF,24,MIA,11,55,5.3,0.483,0.76,0.08,2,6.2,4.1,11,0.9,1.8,18.8,25.7,,-0.2,0,-0.1,-0.106,,-4.1,-2.8,-6.9,-0.1,swideco01
471,Jae'Sean Tate,SF,28,HOU,53,905,9.5,0.54,0.348,0.162,6.2,14.3,10.2,8.4,2,1,10.9,11.2,,0.5,1.3,1.8,0.095,,-3.8,1.7,-2,0,tateja01
472,Jayson Tatum,PF,25,BOS,57,2036,22.6,0.61,0.435,0.351,2.6,21.5,12.6,21,1.4,1.5,10.1,30,,5,3.4,8.4,0.197,,4.6,1,5.5,3.8,tatumja01
473,Terry Taylor,PF,24,CHI,23,161,9,0.538,0.265,0.088,10.1,12.8,11.4,5.8,1.2,1.3,16.5,11.5,,0,0.1,0.2,0.053,,-4,-0.1,-4.2,-0.1,taylote01
474,Garrett Temple,SG,37,TOR,16,69,8.4,0.486,0.429,0.286,7.8,9.7,8.7,11.2,2.1,0,17.5,17.7,,-0.1,0,0,-0.004,,-4.6,-1.8,-6.4,-0.1,templga01
475,Dalen Terry,SG,21,CHI,40,404,8.9,0.498,0.548,0.31,4,14.7,9.2,16.1,1.9,2.1,16.6,12.4,,0,0.4,0.5,0.057,,-4.2,1.4,-2.8,-0.1,terryda01
476,Daniel Theis,C,31,TOT,44,766,14,0.594,0.227,0.199,10.1,15.6,12.9,7.9,1.2,4.3,11.3,15.1,,1,0.9,2,0.123,,-1.8,0.3,-1.5,0.1,theisda01
476,Daniel Theis,C,31,IND,1,8,-6.8,0.25,0.25,0,0,0,0,0,0,0,0,20.8,,0,0,0,-0.263,,-13.2,-7.4,-20.5,0,theisda01
476,Daniel Theis,C,31,LAC,43,758,14.3,0.6,0.226,0.203,10.2,15.7,13.1,8,1.2,4.4,11.5,15,,1.1,0.9,2,0.127,,-1.7,0.4,-1.3,0.1,theisda01
477,Cam Thomas,SG,22,BRK,48,1431,15,0.543,0.322,0.263,1.3,9.4,5.2,14.8,1.2,0.8,8.4,30.3,,0.3,0.9,1.1,0.038,,-0.3,-1.9,-2.2,-0.1,thomaca02
478,Amen Thompson,SF,21,HOU,41,802,16,0.544,0.184,0.341,9.9,20.8,15.3,17.4,3,2.8,17,18.7,,0.3,1.6,1.9,0.113,,-1.6,2.8,1.2,0.7,thompam01
479,Ausar Thompson,SF,21,DET,60,1494,12.9,0.526,0.225,0.244,9,20,14.4,10.7,2.1,3.1,13.9,16.5,,0.1,1.5,1.6,0.051,,-2.7,0.7,-2,0,thompau01
480,Klay Thompson,SF,33,GSW,57,1705,12.5,0.562,0.608,0.127,1.7,10.8,6.3,10.5,0.9,1.4,9.2,23.2,,0.8,1.2,2,0.056,,0.1,-1.6,-1.5,0.2,thompkl01
481,Tristan Thompson,C,32,CLE,36,446,14.3,0.6,0.011,0.447,15,19.7,17.4,12.1,0.9,2.2,17,13.3,,0.6,0.7,1.3,0.141,,-1.8,0.8,-1,0.1,thomptr01
482,JT Thor,PF,21,CHO,47,595,6.9,0.437,0.434,0.091,7,14.5,10.6,4,0.7,3.1,7.5,11.8,,-0.3,0.3,0,-0.003,,-4.6,-1.5,-6.1,-0.6,thorjt01
483,Matisse Thybulle,SF,26,POR,57,1323,9.7,0.521,0.742,0.086,1.9,8,4.8,7.6,3.8,2.9,10.5,10.4,,0.1,1.7,1.8,0.065,,-3.4,3.3,-0.1,0.6,thybuma01
484,Xavier Tillman Sr.,C-PF,25,TOT,37,736,12.1,0.455,0.249,0.204,8.1,16.3,12.1,11.9,2.8,4.6,10.7,15.8,,-0.4,1.3,0.8,0.054,,-3.6,2.2,-1.4,0.1,tillmxa01
484,Xavier Tillman Sr.,C,25,MEM,34,700,11.8,0.44,0.249,0.202,8.5,16.5,12.3,12.1,2.9,4.6,11.1,16.1,,-0.6,1.2,0.6,0.044,,-3.9,2.2,-1.7,0,tillmxa01
484,Xavier Tillman Sr.,PF,25,BOS,3,36,18.9,0.845,0.25,0.25,0,14,7.4,7.5,1.4,4.9,0,10.7,,0.1,0.1,0.2,0.252,,1.2,4,5.1,0.1,tillmxa01
485,Jacob Toppin,SF,23,NYK,8,37,14.6,0.658,0.444,0.222,9,12.1,10.5,11.2,0,2.5,9.2,12.6,,0.1,0,0.1,0.161,,0.7,-1.3,-0.6,0,toppija01
486,Obi Toppin,PF,25,IND,62,1368,15.2,0.661,0.436,0.176,5.5,14.6,10,8.9,1.1,1.8,9.9,16.4,,2.5,0.7,3.2,0.111,,1.1,-0.8,0.2,0.8,toppiob01
487,Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,0.292,0.333,0,8.3,21.9,14.9,8.9,0.9,1.7,14.3,11.3,,-0.1,0,0,-0.031,,-8.8,-0.8,-9.6,-0.1,toscaju01
488,Karl-Anthony Towns,PF,28,MIN,59,1948,19.1,0.63,0.341,0.304,5.6,22.5,14.6,14.9,1.1,1.7,13.9,27.4,,2.8,3.7,6.5,0.161,,1.9,1.1,2.9,2.4,townska01
489,Gary Trent Jr.,SG,25,TOR,56,1507,10.5,0.542,0.559,0.098,1.1,8.7,4.8,7.6,1.8,0.5,5.6,18.2,,0.3,0.9,1.2,0.037,,-2.1,-1.1,-3.1,-0.4,trentga02
490,Oscar Tshiebwe,PF,24,IND,8,42,24.6,0.553,0,0.4,21.6,22,21.8,6.5,2.2,1.9,0,23.3,,0.1,0,0.2,0.212,,4.5,-2.3,2.2,0,tshieos01
491,P.J. Tucker,PF,38,TOT,18,269,4.6,0.469,0.8,0.15,7.4,12.7,10,3.4,1.6,1,19,4.2,,0.1,0.3,0.4,0.064,,-4.7,0.6,-4.1,-0.1,tuckepj01
491,P.J. Tucker,PF,38,PHI,3,66,4.6,0.6,1,0,1.7,22.1,11.7,0,2.2,2.7,28.6,4.5,,0,0.1,0.1,0.048,,-5.1,1.1,-4,0,tuckepj01
491,P.J. Tucker,PF,38,LAC,15,203,4.6,0.429,0.733,0.2,9.2,9.7,9.5,4.5,1.5,0.4,15.5,4.1,,0.1,0.2,0.3,0.07,,-4.6,0.5,-4.1,-0.1,tuckepj01
492,Myles Turner,C,27,IND,58,1585,19,0.624,0.342,0.362,6.9,23.2,14.9,6.2,1,5.1,9.8,23.3,,2.6,1.5,4.1,0.125,,0.6,-0.4,0.1,0.9,turnemy01
493,Hunter Tyson,PF,23,DEN,10,30,-5.1,0.25,0.8,0,3.8,25.4,14.8,3.9,0,0,16.7,17.4,,-0.1,0,-0.1,-0.177,,-12.9,-3.7,-16.7,-0.1,tysonhu01
494,Stanley Umude,SG,24,DET,17,190,13,0.711,0.596,0.462,2.3,16.3,9.1,6.4,1,2.2,15,16.4,,0.3,0.1,0.4,0.105,,-0.2,-0.1,-0.3,0.1,umudest01
495,Jonas Valančiūnas,C,31,NOP,61,1539,20.8,0.632,0.163,0.287,11.6,29.9,20.8,13,0.8,3.9,11.4,20.5,,3.7,2.5,6.2,0.194,,1.5,0.6,2,1.6,valanjo01
496,Jarred Vanderbilt,PF,24,LAL,29,581,11.6,0.578,0.237,0.316,8.2,17.8,13.2,7.7,3,0.7,17.7,11.7,,0.3,0.8,1,0.086,,-3,1.2,-1.8,0,vandeja01
497,Fred VanVleet,PG,29,HOU,53,1949,15.5,0.558,0.584,0.224,1.2,9.7,5.4,30.8,1.5,2.2,10.4,19.1,,3.2,2.3,5.5,0.136,,2.1,0.8,2.9,2.4,vanvlfr01
498,Devin Vassell,SG,23,SAS,56,1798,16,0.579,0.437,0.201,1.5,11.6,6.5,18.6,1.6,0.9,8.4,23.7,,1.6,1,2.7,0.071,,1.2,-1.2,0,0.9,vassede01
499,Sasha Vezenkov,PF,28,SAC,35,440,13.6,0.574,0.606,0.079,7.5,14.8,11.1,4.6,1.8,1.4,6.1,17.6,,0.4,0.4,0.8,0.091,,0,-1.1,-1.2,0.1,vezenal01
500,Gabe Vincent,PG,27,LAL,5,127,6,0.411,0.531,0.063,1.8,2.5,2.2,14.6,2.2,0,5.7,11.9,,-0.1,0.1,0,0.009,,-5.6,1.3,-4.2,-0.1,vincega01
501,Nikola Vučević,C,33,CHI,55,1902,17.3,0.528,0.259,0.102,8.8,26,17.2,15.5,1,2.5,8.5,23.4,,1.5,2.3,3.8,0.096,,0.4,-0.4,0,0.9,vucevni01
502,Dean Wade,PF,27,CLE,51,1024,9.8,0.588,0.877,0.1,3.8,17.8,10.9,4.9,1.8,2.1,8.3,10.2,,0.7,1.7,2.5,0.115,,-2,2.1,0,0.5,wadede01
503,Franz Wagner,SF,22,ORL,53,1752,17.8,0.577,0.311,0.278,3.6,16.2,9.9,20,1.5,1.2,10.6,26.1,,2.3,2.4,4.6,0.127,,1.4,0.2,1.6,1.6,wagnefr01
504,Moritz Wagner,C,26,ORL,59,1087,20.5,0.667,0.2,0.396,10,19.1,14.5,10.7,1.4,1.5,12.3,22.7,,2.7,1.6,4.3,0.188,,1.6,0.3,1.9,1.1,wagnemo01
505,Ish Wainright,SF,29,POR,7,46,10.2,0.53,0.889,0.111,0,23.6,11.1,0,2.1,2,5,18.4,,0,0.1,0.1,0.055,,-1.4,0.6,-0.8,0,wainris01
506,Jabari Walker,SF,21,POR,55,1213,13.5,0.558,0.281,0.339,9.9,24,16.5,5.8,1.4,1.6,11.2,16.6,,1,1.3,2.2,0.088,,-2.4,-0.9,-3.2,-0.4,walkeja01
507,Jarace Walker,PF,20,IND,20,207,12.7,0.506,0.487,0.092,4.4,16.7,10.5,15.7,2.7,3.4,13.2,18.3,,0,0.2,0.2,0.047,,-0.7,1,0.3,0.1,walkeja02
508,Lonnie Walker IV,SG,25,BRK,40,716,15,0.579,0.549,0.138,1.3,11.9,6.4,12.5,1.9,1.3,9.4,24.9,,0.3,0.6,0.9,0.064,,0.8,-0.7,0.1,0.4,walkelo01
509,Cason Wallace,SG,20,OKC,60,1227,11.9,0.632,0.549,0.095,3.5,8.5,6.1,8.3,1.8,1.9,7.5,12.2,,1.7,1.4,3.1,0.122,,-0.7,0.6,-0.1,0.6,wallaca01
510,Jordan Walsh,SF,19,BOS,4,33,3.9,0.2,0.6,0,6.9,27.6,17.8,6.9,3,2.7,28.6,9.2,,-0.1,0.1,0,0.001,,-9.2,3.7,-5.5,0,walshjo01
511,P.J. Washington,PF,25,TOT,53,1573,12.2,0.542,0.488,0.181,4.3,15.8,9.9,10.3,1.4,2.3,11,20.2,,-0.1,1,0.9,0.027,,-2,-1.1,-3.1,-0.4,washipj01
511,P.J. Washington,PF,25,CHO,44,1286,12.9,0.545,0.479,0.185,4.4,16.2,10.1,11.4,1.4,2.3,10.7,20.9,,0,0.8,0.8,0.03,,-1.7,-1.1,-2.8,-0.3,washipj01
511,P.J. Washington,PF,25,DAL,9,287,9.1,0.522,0.538,0.161,3.8,14.2,9,5.5,1.3,2.1,12.3,16.9,,-0.2,0.2,0.1,0.012,,-3.2,-0.9,-4.1,-0.2,washipj01
